external_gene_name,chromosome_name,transcript_biotype,is_coding
Gpr35,1,protein_coding,True
4930432E11Rik,7,transcribed_unitary_pseudogene__processed_transcript,False
Cmtr1,17,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Gm29326,7,lncRNA,False
Ube2s,7,nonsense_mediated_decay__retained_intron__protein_coding,True
Tmem131,1,protein_coding__retained_intron__nonsense_mediated_decay,True
A330087D11Rik,7,lncRNA,False
Ankle1,8,protein_coding__retained_intron,True
Gm56100,7,rRNA,False
Ahnak,19,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Crtc3,7,protein_coding__nonsense_mediated_decay__retained_intron,True
Gmpr2,14,retained_intron__protein_coding,True
Pnma1,12,protein_coding,True
Gm56545,12,lncRNA,False
Gm19327,12,TEC,False
Klhl28,12,protein_coding__retained_intron,True
Gm10933,12,TEC,False
Gm48137,12,TEC,False
Mir680-3,12,miRNA,False
Snx13,12,protein_coding_CDS_not_defined__nonsense_mediated_decay__protein_coding__retained_intron,True
Gm13346,2,lncRNA,False
Gm13347,2,processed_pseudogene,False
Gm24670,2,snoRNA,False
Gm13787,2,processed_pseudogene,False
Gm56105,2,miRNA,False
Gm56106,2,miRNA,False
Scgb1a1,19,protein_coding,True
Zfp512b,2,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Abhd8,8,protein_coding__retained_intron,True
Asrgl1,19,protein_coding__protein_coding_CDS_not_defined,True
Mrpl34,8,protein_coding,True
Dda1,8,protein_coding_CDS_not_defined__retained_intron__protein_coding,True
Tinf2,14,protein_coding__retained_intron,True
Gm44931,7,TEC,False
Gm8199,X,processed_pseudogene,False
Gm15880,7,lncRNA,False
Gm8202,X,processed_pseudogene,False
Gm15067,X,processed_pseudogene,False
Gm12500,3,lncRNA,False
Gm15066,X,processed_pseudogene,False
Plaur,7,protein_coding__retained_intron__nonsense_mediated_decay,True
Mir680-2,X,miRNA,False
Eif5a2,3,protein_coding,True
Zfp950,19,nonsense_mediated_decay__retained_intron__protein_coding,True
Alg13,X,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined__retained_intron,True
Rpl22l1,3,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Gm22365,19,snRNA,False
Gm5521,19,processed_pseudogene,False
Gm7102,19,protein_coding,True
Gm6020,19,lncRNA,False
Csf2ra,19,retained_intron__protein_coding__protein_coding_CDS_not_defined,True
Ano8,8,protein_coding__retained_intron,True
Gm33051,3,lncRNA,False
Gm37867,3,lncRNA,False
Gm37924,3,TEC,False
Gm1527,3,protein_coding,True
Shisa7,7,protein_coding__retained_intron,True
Gm18697,1,processed_pseudogene,False
Gm49067,14,lncRNA,False
Aqp12,1,protein_coding,True
Gm25887,14,snRNA,False
Tgm1,14,protein_coding,True
Gnat2,3,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Isoc2b,7,protein_coding__retained_intron,True
Kdm5b,1,protein_coding__retained_intron,True
Gtpbp3,8,protein_coding__nonsense_mediated_decay__retained_intron,True
Lbhd2,12,protein_coding,True
Gm4242,19,processed_pseudogene,False
Mir7006,2,miRNA,False
Gm18999,19,processed_pseudogene,False
Gm50357,19,processed_pseudogene,False
Lrp4,2,protein_coding__protein_coding_CDS_not_defined,True
Gm21060,19,lncRNA,False
Gm20762,19,processed_pseudogene,False
Exoc3l4,12,retained_intron__protein_coding,True
Tnks2,19,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Ccdc167,17,nonsense_mediated_decay__protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Cadm4,7,protein_coding__protein_coding_CDS_not_defined,True
Rhbdl3,11,protein_coding__retained_intron,True
5730455P16Rik,11,protein_coding__retained_intron,True
Zfp428,7,protein_coding,True
Egfem1,3,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm16575,15,lncRNA,False
Gm16576,15,lncRNA,False
1810014P07Rik,17,lncRNA,False
Gm50016,17,lncRNA,False
Dnal4,15,protein_coding__protein_coding_CDS_not_defined,True
Mdga1,17,protein_coding__nonsense_mediated_decay__retained_intron__protein_coding_CDS_not_defined,True
Gm50092,7,protein_coding,True
Gm53033,7,unitary_pseudogene,False
Irgq,7,protein_coding,True
Rabggta,14,protein_coding__retained_intron,True
Pinlyp,7,protein_coding,True
Gm44090,6,TEC,False
Mgst1,6,protein_coding,True
Plvap,8,protein_coding,True
Gm2214,X,processed_pseudogene,False
Gm14684,X,lncRNA,False
Gm25995,9,snRNA,False
Gm6257,9,processed_pseudogene,False
Tagln,9,protein_coding__retained_intron,True
Zfp185,X,protein_coding,True
Ccdc194,8,protein_coding,True
Gm7850,8,processed_pseudogene,False
Bst2,8,protein_coding__protein_coding_CDS_not_defined,True
A730082K24Rik,7,lncRNA,False
Gm10425,12,lncRNA,False
Tnfaip2,12,protein_coding__nonsense_mediated_decay__retained_intron,True
Mvb12a,8,nonsense_mediated_decay__retained_intron__protein_coding,True
Gm48529,9,lncRNA,False
Aagab,9,protein_coding__nonsense_mediated_decay__retained_intron,True
Rpl19-ps10,7,processed_pseudogene,False
Npcd,15,protein_coding,True
Gm56112,7,miRNA,False
Iqgap1,7,protein_coding__nonsense_mediated_decay__retained_intron,True
Aspscr1,11,retained_intron__protein_coding__nonsense_mediated_decay,True
Gm13770,2,processed_pseudogene,False
Gnai3,3,protein_coding,True
Tmem221,8,protein_coding,True
Prpf6,2,protein_coding__retained_intron,True
Uba5,9,protein_coding__nonsense_mediated_decay__retained_intron,True
Nxnl1,8,protein_coding,True
Gm44089,6,lncRNA,False
Gm19596,6,unprocessed_pseudogene,False
Mpl,4,protein_coding__retained_intron,True
Lmo3,6,protein_coding__nonsense_mediated_decay,True
Slc27a1,8,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm26783,1,lncRNA,False
Cbx6,15,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Syt2,1,protein_coding__protein_coding_CDS_not_defined,True
Gm16758,17,lncRNA,False
Gm50017,17,lncRNA,False
Gm50018,17,processed_pseudogene,False
Gm22327,17,snoRNA,False
Tfeb,17,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Fgfbp3,19,protein_coding,True
4930449E18Rik,19,lncRNA,False
B230217O12Rik,19,lncRNA,False
Gm37750,9,TEC,False
Smad3,9,protein_coding__protein_coding_CDS_not_defined,True
Gm50270,19,lncRNA,False
Fhip2a,19,protein_coding__nonsense_mediated_decay,True
Gm38029,3,TEC,False
A830011K09Rik,6,lncRNA,False
Klf7,1,protein_coding,True
Gm37965,3,TEC,False
Mir551b,3,miRNA,False
Mir2137,X,miRNA,False
Mir21b,3,miRNA,False
Gm37557,3,processed_pseudogene,False
Pnma5,X,protein_coding,True
Gm33206,3,lncRNA,False
Gpr61,3,protein_coding__nonsense_mediated_decay,True
Gm30332,6,lncRNA,False
Gm6858,X,unprocessed_pseudogene,False
Pnma3,X,protein_coding,True
B230110G15Rik,6,lncRNA,False
Gm40578,12,lncRNA,False
Gm44266,6,TEC,False
Xlr4a,X,protein_coding__protein_coding_CDS_not_defined,True
Gm37281,3,processed_pseudogene,False
Igbp1b,6,protein_coding,True
Gm12524,3,lncRNA,False
Gm266,12,protein_coding,True
Amigo1,3,protein_coding,True
Pgls,8,protein_coding__nonsense_mediated_decay__retained_intron,True
Gm9038,6,processed_pseudogene,False
Gm56529,12,lncRNA,False
Gm44267,6,TEC,False
Gm56546,12,lncRNA,False
Gm44268,6,TEC,False
Gm25434,6,scaRNA,False
,12,protein_coding,True
4922502N22Rik,6,lncRNA,False
Rergl,6,protein_coding,True
Eif5,12,protein_coding__retained_intron__nonsense_mediated_decay,True
Gm13748,1,lncRNA,False
Gm13750,1,processed_pseudogene,False
Gm28981,1,lncRNA,False
Gm56116,1,miRNA,False
Gm28980,1,processed_pseudogene,False
Gm2553,9,processed_pseudogene,False
Cyb561d1,3,protein_coding__protein_coding_CDS_not_defined,True
Gm18541,9,processed_pseudogene,False
Ppp1r12b,1,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Acad11,9,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Atp6v1f,6,protein_coding,True
Xlr3a,X,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Atp6v1fnb,6,protein_coding,True
Gm10856,15,lncRNA,False
Gm49412,15,TEC,False
D730005E14Rik,15,lncRNA,False
Isg15,4,protein_coding,True
Plcz1,6,protein_coding__nonsense_mediated_decay,True
Apobec3,15,protein_coding__protein_coding_CDS_not_defined__nonsense_mediated_decay__retained_intron,True
Perm1,4,protein_coding,True
Niban3,8,protein_coding__retained_intron__protein_coding_CDS_not_defined__nonsense_mediated_decay,True
Atxn7l2,3,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Tie1,4,protein_coding__protein_coding_CDS_not_defined,True
Samd10,2,protein_coding__nonsense_mediated_decay__retained_intron,True
Gm44649,7,lncRNA,False
Catsperg2,7,nonsense_mediated_decay__protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Dhrs1,14,retained_intron__protein_coding,True
Gm50271,19,lncRNA,False
Trub1,19,protein_coding__retained_intron,True
Colgalt1,8,protein_coding__retained_intron,True
Gm29797,2,protein_coding,True
Gm44112,6,processed_pseudogene,False
Capza3,6,protein_coding_CDS_not_defined__protein_coding,True
Gm44156,6,processed_pseudogene,False
Gm44155,6,processed_pseudogene,False
Dock6,9,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined__retained_intron,True
Gm44158,6,processed_pseudogene,False
Gm44159,6,processed_pseudogene,False
Gm20455,X,lncRNA,False
Gm55751,6,rRNA,False
Gm3961,6,TEC,False
Pwwp4a,X,protein_coding,True
Gpr155,2,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
1700102F20Rik,6,TEC,False
Gm55752,6,rRNA,False
Gm5051,6,processed_pseudogene,False
Kcp,6,protein_coding__nonsense_mediated_decay__retained_intron,True
Pwwp4b,X,protein_coding,True
Unc13a,8,protein_coding__nonsense_mediated_decay__retained_intron,True
Nop9,14,protein_coding__retained_intron,True
Xlr5b,X,protein_coding,True
Gm37949,1,TEC,False
Gm56117,1,miRNA,False
Gm37677,1,TEC,False
Gm28892,1,lncRNA,False
Sypl2,3,protein_coding__retained_intron,True
Ube2t,1,protein_coding__retained_intron__nonsense_mediated_decay,True
6720468P15Rik,19,lncRNA,False
Gm12859,4,processed_pseudogene,False
Zfand3,17,protein_coding__protein_coding_CDS_not_defined__nonsense_mediated_decay,True
Gm12857,4,processed_pseudogene,False
2610528J11Rik,4,protein_coding,True
Gm40123,3,lncRNA,False
Gm12501,3,processed_pseudogene,False
1700010K24Rik,3,lncRNA,False
Tmem125,4,protein_coding__protein_coding_CDS_not_defined,True
Spin2d,X,protein_coding,True
Lgr6,1,protein_coding__protein_coding_CDS_not_defined,True
Adgrl2,3,protein_coding__retained_intron,True
Xlr3b,X,retained_intron__protein_coding,True
Cideb,14,protein_coding__retained_intron,True
Gm32932,19,lncRNA,False
Gm50279,19,processed_pseudogene,False
Gm50285,19,lncRNA,False
Gm50286,19,processed_pseudogene,False
Gm56649,19,lncRNA,False
Neat1,19,lncRNA,False
Noc2l,4,retained_intron__protein_coding,True
Frmd8os,19,lncRNA,False
Gm56661,19,lncRNA,False
Gm50226,17,TEC,False
Malat1,19,lncRNA,False
Ltb4r2,14,protein_coding__retained_intron,True
Tuba-rs1,17,transcribed_processed_pseudogene__processed_transcript,False
Xlr4b,X,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Mdfi,17,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Ltb4r1,14,protein_coding,True
Snora28,12,snoRNA,False
Gm48248,12,processed_pseudogene,False
Adcy4,14,protein_coding__retained_intron,True
2810029C07Rik,12,lncRNA,False
Mark3,12,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Gm23103,7,snRNA,False
Creb1,1,protein_coding__retained_intron__protein_coding_CDS_not_defined__nonsense_mediated_decay,True
Gm44954,7,processed_pseudogene,False
Xrcc1,7,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Cfap57,4,protein_coding,True
Gm25201,17,snRNA,False
n-R5s28,17,rRNA,False
Btbd9,17,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Samd11,4,protein_coding__retained_intron,True
Cbx7,15,protein_coding__retained_intron,True
F8a,X,protein_coding,True
Mir6769b,8,miRNA,False
Jak3,8,protein_coding__retained_intron,True
Xlr4c,X,protein_coding__protein_coding_CDS_not_defined,True
Gm43594,5,TEC,False
Gm43084,5,TEC,False
Gm55803,5,miRNA,False
Gm16054,5,lncRNA,False
Ackr4,9,protein_coding_CDS_not_defined__protein_coding,True
2900064F13Rik,5,TEC,False
1700008H02Rik,5,TEC,False
Phtf2,5,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined__retained_intron,True
Zscan2,7,protein_coding,True
Gm47000,9,TEC,False
Gm46999,9,TEC,False
Mir7083,9,miRNA,False
Angptl8,9,protein_coding,True
Gm55756,6,snRNA,False
Gm26627,6,lncRNA,False
Irf5,6,protein_coding__protein_coding_CDS_not_defined,True
Gm47252,4,lncRNA,False
Ebna1bp2,4,protein_coding__protein_coding_CDS_not_defined,True
Gm47873,9,unitary_pseudogene,False
Zfp575,7,protein_coding,True
Dhx30,9,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Zfp84,7,protein_coding,True
Ripk3,14,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Xlr3c,X,protein_coding,True
Mir1964,7,miRNA,False
Ethe1,7,protein_coding,True
Pdgfb,15,protein_coding__retained_intron,True
Gm5379,X,processed_pseudogene,False
Fthl17f,X,protein_coding,True
Gm25879,2,snRNA,False
Sox18,2,protein_coding,True
Gm16480,X,processed_pseudogene,False
Zfp30,7,protein_coding__retained_intron,True
Fthl17-ps2,X,unprocessed_pseudogene,False
4930402K13Rik,X,protein_coding,True
Fthl17-ps3,X,unprocessed_pseudogene,False
Lancl3,X,protein_coding,True
Gm13703,2,lncRNA,False
Rpl31-ps5,5,processed_pseudogene,False
Gm13709,2,lncRNA,False
1700031L13Rik,5,protein_coding,True
D230022J07Rik,2,lncRNA,False
Gm12853,4,lncRNA,False
Gm13707,2,lncRNA,False
Mir7213,15,miRNA,False
Nptxr,15,protein_coding__protein_coding_CDS_not_defined,True
Rpl7-ps7,5,processed_pseudogene,False
Or13p10,4,protein_coding,True
Gm14862,X,lncRNA,False
Tmem60,5,protein_coding__protein_coding_CDS_not_defined,True
Xk,X,protein_coding,True
Gm6579,7,unprocessed_pseudogene,False
Or13p9-ps1,4,unprocessed_pseudogene,False
Phldb3,7,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Vmn2r129,4,nonsense_mediated_decay__protein_coding,True
Mir1187,5,miRNA,False
Plekha5,6,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined__retained_intron,True
Gm24129,5,snRNA,False
Ctdspl2,2,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm43217,5,processed_pseudogene,False
H2al1m,X,protein_coding,True
Rsbn1l,5,protein_coding__retained_intron,True
Gm25481,X,snRNA,False
Gm6829,X,processed_pseudogene,False
Gm14863,X,processed_pseudogene,False
H2al1k,X,protein_coding,True
Cybb,X,protein_coding__nonsense_mediated_decay__retained_intron,True
Vmn2r125,4,unprocessed_pseudogene,False
Or13p4,4,protein_coding,True
A630072M18Rik,5,lncRNA,False
Gm48286,12,lncRNA,False
Or13p3,4,protein_coding,True
Ckb,12,retained_intron__protein_coding,True
Tecrl,5,protein_coding,True
Mettl21a,1,protein_coding__protein_coding_CDS_not_defined,True
Or13p8,4,protein_coding,True
Gm41361,15,lncRNA,False
Nfatc4,14,protein_coding__retained_intron,True
Zfp790,7,protein_coding,True
Gm56702,15,lncRNA,False
Rpl3,15,protein_coding__retained_intron__nonsense_mediated_decay,True
Or13p5,4,protein_coding,True
Gm28982,1,lncRNA,False
Psma5,3,protein_coding__nonsense_mediated_decay,True
Gm29152,1,lncRNA,False
Or10ak14,4,protein_coding,True
Ccnyl1,1,protein_coding,True
Or10ak13,4,protein_coding,True
Gm26550,7,lncRNA,False
Gm12855,4,processed_pseudogene,False
Lypd3,7,protein_coding,True
Or10ak12,4,protein_coding,True
Trmt61a,12,protein_coding,True
Gm25049,17,snRNA,False
Gm6402,17,processed_pseudogene,False
Gm50250,17,lncRNA,False
Gm50252,17,lncRNA,False
Eif4g3,4,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm9874,17,TEC,False
Gm50240,17,lncRNA,False
Snord83b,15,snoRNA,False
Gm15626,5,processed_pseudogene,False
Gm55357,15,snoRNA,False
Snord43,15,miRNA,False
Gm4598,7,lncRNA,False
Gm24204,15,snRNA,False
Gm55807,5,miRNA,False
Gm25765,5,snoRNA,False
Syngr1,15,protein_coding,True
2200007N16Rik,7,TEC,False
Gm25806,5,snRNA,False
Gm24792,5,snoRNA,False
Zfp940,7,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm4866,5,unprocessed_pseudogene,False
Glo1,17,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Scarb1,5,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm24577,X,snRNA,False
Gm27510,X,snRNA,False
Gm14901,X,processed_pseudogene,False
Gm9078,X,processed_pseudogene,False
Gm22513,12,snRNA,False
Rpl31-ps17,12,processed_pseudogene,False
Slc7a3,X,retained_intron__protein_coding__protein_coding_CDS_not_defined,True
Gm2395,12,processed_pseudogene,False
Gm25679,12,snRNA,False
Gm26444,12,snRNA,False
Gm43573,3,lncRNA,False
Gm2412,12,processed_pseudogene,False
Gm24305,12,snRNA,False
Gm43572,3,lncRNA,False
Gm22317,12,snRNA,False
Gm25127,3,snRNA,False
Snx6,12,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Fzd5,1,protein_coding,True
Gm26554,7,lncRNA,False
Gm42647,3,processed_pseudogene,False
Gm17199,7,processed_pseudogene,False
Mecom,3,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined__retained_intron,True
Zfp420,7,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm38058,1,TEC,False
Plekhm3,1,nonsense_mediated_decay__protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Tex101,7,protein_coding,True
Gm31253,15,lncRNA,False
Tab1,15,retained_intron__protein_coding__nonsense_mediated_decay,True
Gm17178,11,lncRNA,False
Septin8,11,protein_coding__protein_coding_CDS_not_defined,True
Gm44971,7,processed_pseudogene,False
Gm36776,7,processed_pseudogene,False
Wdr73,7,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm25093,15,snoRNA,False
Nudcd1,15,protein_coding__nonsense_mediated_decay__retained_intron,True
Kif1a,1,protein_coding__nonsense_mediated_decay__retained_intron__protein_coding_CDS_not_defined,True
Nynrin,14,protein_coding,True
Gm50244,17,TEC,False
Gm8373,17,processed_transcript__transcribed_processed_pseudogene,False
Gm50245,17,TEC,False
Cfl2,12,nonsense_mediated_decay__protein_coding__protein_coding_CDS_not_defined__retained_intron,True
1700097N02Rik,17,lncRNA,False
Snx12,X,protein_coding__protein_coding_CDS_not_defined,True
Dnah8,17,retained_intron__protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Cbln3,14,protein_coding,True
Insl3,8,protein_coding,True
1700081N11Rik,12,lncRNA,False
Baz1a,12,protein_coding__retained_intron__nonsense_mediated_decay,True
B3gnt3,8,protein_coding,True
Khnyn,14,protein_coding__retained_intron__nonsense_mediated_decay,True
Gm45756,8,processed_pseudogene,False
Gm18860,8,processed_pseudogene,False
Eny2,15,retained_intron__nonsense_mediated_decay__protein_coding,True
Fcho1,8,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Gm42633,5,TEC,False
Gm40323,5,lncRNA,False
Ptpn12,5,protein_coding__retained_intron__nonsense_mediated_decay,True
Sdr39u1,14,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined__retained_intron,True
Gm24061,X,snoRNA,False
Gm14842,X,processed_pseudogene,False
Gm22472,X,snRNA,False
Foxo4,X,protein_coding__protein_coding_CDS_not_defined,True
Zfp27,7,protein_coding__protein_coding_CDS_not_defined,True
Eif3j1,2,protein_coding__protein_coding_CDS_not_defined,True
Gm22392,15,snRNA,False
Pkhd1l1,15,retained_intron__protein_coding,True
Gm614,X,protein_coding_CDS_not_defined__protein_coding,True
Mir7668,7,miRNA,False
Zfp383,7,nonsense_mediated_decay__protein_coding,True
Gm44873,7,TEC,False
Lypd10,7,protein_coding,True
Gm56114,2,miRNA,False
Tcea2,2,retained_intron__protein_coding__protein_coding_CDS_not_defined,True
Il2rg,X,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm43216,5,TEC,False
Nmb,7,retained_intron__protein_coding,True
Gm22490,5,snoRNA,False
Ubc,5,protein_coding,True
Gm27014,12,processed_pseudogene,False
Lypd11,7,protein_coding__protein_coding_CDS_not_defined,True
Gm20403,12,processed_pseudogene,False
Gm24296,12,snRNA,False
Rpl31-ps21,5,processed_pseudogene,False
2700097O09Rik,12,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm10382,5,lncRNA,False
Gm18830,5,processed_pseudogene,False
Gm44972,7,processed_pseudogene,False
Gm42660,5,TEC,False
Gm55763,6,misc_RNA,False
Zfp74,7,protein_coding__protein_coding_CDS_not_defined,True
Dhx37,5,protein_coding__retained_intron__nonsense_mediated_decay,True
Tnpo3,6,protein_coding__nonsense_mediated_decay__retained_intron__protein_coding_CDS_not_defined,True
Gm48925,14,lncRNA,False
Med12,X,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Cma1,14,protein_coding,True
Gm46350,12,processed_pseudogene,False
Gm7511,12,processed_pseudogene,False
Srp54a,12,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Cma2,14,protein_coding,True
Myo7a,7,protein_coding__nonsense_mediated_decay__retained_intron__protein_coding_CDS_not_defined,True
Gm48927,14,processed_pseudogene,False
A430108G06Rik,11,lncRNA,False
Gm48934,14,unprocessed_pseudogene,False
Gm5801,14,processed_pseudogene,False
Mcpt1,14,protein_coding,True
Cenpx,11,protein_coding_CDS_not_defined__protein_coding,True
Mcpt9,14,protein_coding,True
Fam177a,12,protein_coding,True
Mcpt2,14,protein_coding,True
Spg11,2,protein_coding__protein_coding_CDS_not_defined,True
Gm43752,5,processed_pseudogene,False
Gm28051,12,protein_coding,True
Bri3bp,5,protein_coding,True
Ankrd9,12,protein_coding__protein_coding_CDS_not_defined,True
Gm29705,8,processed_pseudogene,False
Mcpt4,14,protein_coding,True
Gm53016,8,unprocessed_pseudogene,False
Gm23128,8,snoRNA,False
Lrrc45,11,protein_coding__nonsense_mediated_decay__retained_intron,True
Gm20948,8,processed_pseudogene,False
Gm17766,8,processed_pseudogene,False
Gm45398,8,processed_pseudogene,False
Zfp148-ps1,8,processed_pseudogene,False
Gm18644,8,processed_pseudogene,False
Tusc3,8,protein_coding__nonsense_mediated_decay__retained_intron,True
Abcc12,8,nonsense_mediated_decay__protein_coding,True
Gm43756,5,TEC,False
Aacs,5,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Mcpt8,14,protein_coding__nonsense_mediated_decay,True
Gm38066,3,TEC,False
Gm38197,3,TEC,False
Gm10258,3,TEC,False
Gm38362,3,TEC,False
Gpr160,3,retained_intron__protein_coding,True
Gm48630,12,TEC,False
6030440G07Rik,12,lncRNA,False
Gm48631,12,TEC,False
Rcor1,12,protein_coding,True
Mir6949,14,miRNA,False
Ctsg,14,protein_coding__protein_coding_CDS_not_defined,True
Rac3,11,protein_coding__protein_coding_CDS_not_defined,True
Gzme,14,protein_coding,True
Gzmd,14,protein_coding,True
Gm55845,9,misc_RNA,False
Rab3d,9,protein_coding__retained_intron,True
Wipf1,2,protein_coding__protein_coding_CDS_not_defined,True
Gzmg,14,protein_coding,True
Gm46379,12,processed_pseudogene,False
Gm48632,12,TEC,False
4930595D18Rik,12,lncRNA,False
Gm43029,6,TEC,False
Traf3,12,protein_coding__retained_intron,True
Tspan33,6,protein_coding__retained_intron,True
Elapor1,3,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined__retained_intron,True
Gm9547,14,processed_pseudogene,False
Gzmn,14,protein_coding,True
Dcxr,11,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Tmem205,9,retained_intron__protein_coding,True
Gm4022,14,lncRNA,False
Gm8961,14,unprocessed_pseudogene,False
Gm8963,14,processed_pseudogene,False
Gzmf,14,protein_coding,True
Gzmc,14,protein_coding,True
Dnajc13,9,protein_coding__retained_intron__nonsense_mediated_decay,True
Gm24118,14,snoRNA,False
Gm4819,14,processed_pseudogene,False
Gzmb,14,protein_coding,True
Gm55817,5,miRNA,False
Tmem132b,5,protein_coding__retained_intron,True
Cbr2,11,protein_coding__retained_intron,True
Smo,6,retained_intron__protein_coding,True
Gm4868,5,processed_pseudogene,False
1700048F04Rik,5,lncRNA,False
Gm48200,14,processed_pseudogene,False
Atp12a,14,protein_coding__protein_coding_CDS_not_defined,True
Gm42945,5,lncRNA,False
Gm42952,5,lncRNA,False
Amn,12,protein_coding__retained_intron,True
Gm7774,5,processed_pseudogene,False
Gm23151,5,snRNA,False
Gm37700,5,TEC,False
Gm40330,5,lncRNA,False
Gm24839,5,snRNA,False
1700081B01Rik,5,lncRNA,False
Sybu,15,protein_coding_CDS_not_defined__protein_coding__nonsense_mediated_decay,True
Hmga1b,11,protein_coding,True
Gm33347,5,lncRNA,False
Gm11771,11,unprocessed_pseudogene,False
Kif3a,11,protein_coding__protein_coding_CDS_not_defined__nonsense_mediated_decay,True
Epha5,5,protein_coding__retained_intron,True
Gm10873,14,lncRNA,False
Rnf17,14,protein_coding__retained_intron__protein_coding_CDS_not_defined__nonsense_mediated_decay,True
Gm23336,3,snRNA,False
Gm37859,3,TEC,False
Cfap276,3,protein_coding_CDS_not_defined__protein_coding,True
A230087F16Rik,12,lncRNA,False
Cdc42bpb,12,retained_intron__protein_coding__protein_coding_CDS_not_defined,True
Scarna2,3,scaRNA,False
Gm43435,3,TEC,False
Tmem167b,3,protein_coding,True
Gm13708,2,lncRNA,False
Patl2,2,protein_coding,True
Gm55897,3,miRNA,False
Taf13,3,protein_coding_CDS_not_defined__protein_coding__retained_intron,True
Wdr47,3,protein_coding__nonsense_mediated_decay__retained_intron__protein_coding_CDS_not_defined,True
Chrna1,2,protein_coding,True
Gm13717,6,processed_pseudogene,False
Gm30524,6,lncRNA,False
Gm43927,6,processed_pseudogene,False
Gm7384,6,processed_pseudogene,False
Gm28523,6,lncRNA,False
Pde3a,6,protein_coding__retained_intron,True
Gm12517,3,processed_pseudogene,False
Clcc1,3,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm28086,1,lncRNA,False
Agxt,1,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Hmgb1-rs16,9,processed_pseudogene,False
Gm37563,9,TEC,False
Epb41l1,2,protein_coding__retained_intron,True
Gm10400,6,TEC,False
Ccdc159,9,protein_coding__retained_intron__nonsense_mediated_decay,True
Gm43958,6,TEC,False
Aak1,6,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm24392,14,snRNA,False
Cenpj,14,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Mab21l4,1,protein_coding,True
Oog1,12,protein_coding,True
,15,protein_coding,True
Ebag9,15,protein_coding,True
Myh10,11,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm34189,12,lncRNA,False
Gm8075,12,lncRNA,False
